neighbourhood;room_type;price;number_of_reviews
Brooklyn;Entire home/apt;199;89
Brooklyn;Entire home/apt;199;23
Brooklyn;Entire home/apt;105;11
Brooklyn;Private room;135;84
Brooklyn;Entire home/apt;199;54
Brooklyn;Private room;125;17
Brooklyn;Private room;60;1
Brooklyn;Entire home/apt;85;73
Manhattan;Entire home/apt;300;36
Brooklyn;Private room;75;98
Queens;Private room;55;63
Brooklyn;Private room;44;2
Brooklyn;Private room;55;18
Brooklyn;Private room;30;24
Brooklyn;Private room;35;1
Brooklyn;Private room;70;2
Brooklyn;Entire home/apt;130;23
Brooklyn;Private room;52;93
Brooklyn;Private room;75;0
Manhattan;Private room;190;0
Manhattan;Entire home/apt;250;152
Brooklyn;Entire home/apt;100;119
Brooklyn;Entire home/apt;130;9
Manhattan;Private room;140;44
Brooklyn;Private room;75;158
Manhattan;Entire home/apt;150;12
Manhattan;Entire home/apt;90;51
Manhattan;Entire home/apt;295;0
Manhattan;Entire home/apt;150;11
Brooklyn;Entire home/apt;180;236
Brooklyn;Private room;135;16
Brooklyn;Private room;65;123
Manhattan;Private room;99;14
Brooklyn;Private room;149;65
Staten Island;Private room;59;50
Manhattan;Private room;75;33
Manhattan;Private room;75;30
Brooklyn;Private room;75;13
Manhattan;Entire home/apt;109;18
Brooklyn;Entire home/apt;225;1
Manhattan;Private room;86;216
Queens;Private room;52;98
Brooklyn;Private room;100;61
Manhattan;Entire home/apt;99;13
Manhattan;Private room;89;136
Brooklyn;Entire home/apt;135;39
Manhattan;Entire home/apt;199;65
Brooklyn;Entire home/apt;89;62
Manhattan;Private room;110;47
Brooklyn;Entire home/apt;120;42
Brooklyn;Private room;59;207
Brooklyn;Private room;49;72
Brooklyn;Private room;79;22
Manhattan;Entire home/apt;135;25
Brooklyn;Entire home/apt;185;215
Brooklyn;Entire home/apt;225;26
Manhattan;Entire home/apt;245;18
Manhattan;Entire home/apt;115;18
Brooklyn;Entire home/apt;325;320
Brooklyn;Private room;95;160
Manhattan;Private room;120;78
Manhattan;Entire home/apt;499;64
Brooklyn;Private room;75;219
Manhattan;Private room;109;66
Brooklyn;Entire home/apt;160;25
Manhattan;Entire home/apt;219;102
Manhattan;Entire home/apt;159;32
Brooklyn;Private room;180;15
Manhattan;Entire home/apt;150;1
Manhattan;Entire home/apt;106;12
Manhattan;Entire home/apt;299;19
Manhattan;Entire home/apt;179;297
Brooklyn;Entire home/apt;165;12
Brooklyn;Entire home/apt;500;9
Manhattan;Entire home/apt;250;9
Manhattan;Private room;87;46
Brooklyn;Private room;79;42
Manhattan;Private room;75;118
Brooklyn;Entire home/apt;200;53
Manhattan;Private room;80;15
Brooklyn;Entire home/apt;115;64
Brooklyn;Entire home/apt;115;51
Brooklyn;Entire home/apt;120;79
Manhattan;Private room;125;202
Manhattan;Entire home/apt;387;23
Manhattan;Private room;95;62
Manhattan;Entire home/apt;99;36
Manhattan;Entire home/apt;121;16
Manhattan;Entire home/apt;350;24
Manhattan;Private room;75;77
Manhattan;Private room;95;110
Manhattan;Private room;89;56
Manhattan;Private room;195;7
Manhattan;Private room;160;0
Brooklyn;Entire home/apt;70;19
Manhattan;Private room;100;7
Manhattan;Entire home/apt;140;53
Manhattan;Entire home/apt;189;265
Brooklyn;Private room;160;0
Brooklyn;Entire home/apt;178;8
Brooklyn;Entire home/apt;145;46
Brooklyn;Entire home/apt;125;6
Manhattan;Entire home/apt;265;75
Brooklyn;Private room;77;11
Manhattan;Private room;60;5
Manhattan;Entire home/apt;129;132
Manhattan;Entire home/apt;199;41
Brooklyn;Private room;92;34
Brooklyn;Entire home/apt;185;34
Manhattan;Entire home/apt;110;27
Brooklyn;Private room;65;30
Manhattan;Private room;135;214
Manhattan;Shared room;115;12
Manhattan;Private room;175;6
Manhattan;Private room;3000;0
Brooklyn;Private room;72;156
Brooklyn;Private room;80;30
Brooklyn;Entire home/apt;125;1
Brooklyn;Private room;120;3
Brooklyn;Private room;94;272
Brooklyn;Private room;56;63
Manhattan;Entire home/apt;549;58
Brooklyn;Entire home/apt;190;5
Brooklyn;Private room;129;63
Brooklyn;Entire home/apt;85;268
Staten Island;Private room;20;80
Manhattan;Entire home/apt;145;22
Manhattan;Entire home/apt;200;13
Brooklyn;Entire home/apt;125;23
Brooklyn;Entire home/apt;50;3
Manhattan;Private room;160;10
Manhattan;Private room;180;14
Manhattan;Private room;100;20
Brooklyn;Private room;70;2
Bronx;Entire home/apt;120;47
Staten Island;Private room;110;6
Manhattan;Private room;105;93
Manhattan;Entire home/apt;250;116
Manhattan;Private room;74;15
Manhattan;Entire home/apt;165;70
Manhattan;Private room;99;4
Manhattan;Entire home/apt;125;128
Queens;Private room;75;59
Queens;Shared room;45;8
Brooklyn;Entire home/apt;159;106
Brooklyn;Private room;45;15
Manhattan;Private room;104;133
Manhattan;Entire home/apt;225;27
Manhattan;Private room;100;61
Brooklyn;Private room;90;2
Queens;Private room;75;16
Manhattan;Entire home/apt;350;0
Manhattan;Entire home/apt;135;38
Manhattan;Private room;125;25
Manhattan;Entire home/apt;225;93
Manhattan;Private room;85;6
Manhattan;Entire home/apt;200;30
Brooklyn;Entire home/apt;250;17
Manhattan;Private room;90;67
Brooklyn;Entire home/apt;130;53
Brooklyn;Entire home/apt;90;32
Brooklyn;Entire home/apt;298;131
Manhattan;Entire home/apt;300;19
Manhattan;Private room;125;0
Manhattan;Private room;125;74
Manhattan;Private room;145;165
Manhattan;Entire home/apt;147;16
Brooklyn;Private room;123;269
Brooklyn;Entire home/apt;88;243
Queens;Entire home/apt;215;59
;;;
SoHo;225;3;
Manhattan;Entire home/apt;269;81
Brooklyn;Entire home/apt;145;7
Brooklyn;Private room;75;112
Manhattan;Entire home/apt;145;0
Brooklyn;Entire home/apt;229;92
Brooklyn;Entire home/apt;300;23
Manhattan;Private room;100;67
Brooklyn;Entire home/apt;75;8
Manhattan;Entire home/apt;225;244
Brooklyn;Private room;120;62
Brooklyn;Entire home/apt;160;125
Brooklyn;Entire home/apt;125;58
Brooklyn;Entire home/apt;95;9
Brooklyn;Private room;119;137
Manhattan;Entire home/apt;275;16
Manhattan;Entire home/apt;160;36
Brooklyn;Entire home/apt;500;54
Manhattan;Entire home/apt;175;1
Brooklyn;Entire home/apt;87;39
Brooklyn;Entire home/apt;160;145
Manhattan;Private room;125;28
Brooklyn;Entire home/apt;90;206
Manhattan;Entire home/apt;200;4
Brooklyn;Entire home/apt;250;37
Manhattan;Private room;99;27
Manhattan;Entire home/apt;325;18
Manhattan;Private room;99;134
Manhattan;Entire home/apt;325;197
Manhattan;Entire home/apt;129;5
Brooklyn;Entire home/apt;130;5
Brooklyn;Entire home/apt;190;8
Brooklyn;Private room;55;62
Manhattan;Private room;60;13
Manhattan;Entire home/apt;250;8
Manhattan;Entire home/apt;275;50
Queens;Private room;50;69
Brooklyn;Entire home/apt;125;41
Brooklyn;Entire home/apt;150;89
Brooklyn;Entire home/apt;70;40
Brooklyn;Entire home/apt;138;106
Manhattan;Entire home/apt;265;33
Manhattan;Private room;145;2
Manhattan;Entire home/apt;151;19
Manhattan;Entire home/apt;208;100
Brooklyn;Entire home/apt;200;16
Manhattan;Private room;110;64
Manhattan;Private room;58;17
Manhattan;Private room;55;7
Brooklyn;Entire home/apt;105;15
Manhattan;Entire home/apt;350;4
Brooklyn;Entire home/apt;150;87
Brooklyn;Private room;55;10
Brooklyn;Entire home/apt;299;0
Queens;Entire home/apt;77;289
Manhattan;Entire home/apt;125;10
Manhattan;Entire home/apt;395;39
Brooklyn;Entire home/apt;189;7
Bronx;Private room;49;23
Manhattan;Entire home/apt;90;22
Manhattan;Private room;100;1
Brooklyn;Entire home/apt;299;5
Queens;Private room;75;30
Queens;Private room;69;55
Brooklyn;Private room;90;155
Manhattan;Private room;94;95
Brooklyn;Private room;80;118
Bronx;Entire home/apt;100;82
Brooklyn;Private room;39;105
Manhattan;Entire home/apt;250;73
Brooklyn;Private room;55;28
Brooklyn;Private room;110;0
Brooklyn;Entire home/apt;200;3
Brooklyn;Entire home/apt;142;120
Brooklyn;Private room;70;339
Brooklyn;Entire home/apt;260;7
Manhattan;Entire home/apt;225;13
Brooklyn;Private room;59;6
Manhattan;Private room;65;3
Manhattan;Entire home/apt;99;11
Manhattan;Entire home/apt;239;67
Manhattan;Entire home/apt;50;123
Manhattan;Private room;65;109
Manhattan;Entire home/apt;139;23
Manhattan;Entire home/apt;174;269
Manhattan;Entire home/apt;315;7
Manhattan;Private room;75;36
Manhattan;Entire home/apt;210;178
Brooklyn;Private room;55;132
Brooklyn;Entire home/apt;229;12
Manhattan;Entire home/apt;150;23
Manhattan;Entire home/apt;129;47
Manhattan;Entire home/apt;100;8
Brooklyn;Entire home/apt;200;17
Manhattan;Private room;89;4
Brooklyn;Entire home/apt;250;19
Brooklyn;Private room;65;2
Brooklyn;Entire home/apt;68;35
Brooklyn;Entire home/apt;235;108
Brooklyn;Entire home/apt;100;182
Manhattan;Entire home/apt;311;31
Queens;Shared room;39;454
Manhattan;Private room;100;199
Manhattan;Private room;1300;0
Manhattan;Entire home/apt;210;230
Brooklyn;Private room;55;101
Manhattan;Private room;65;8
Brooklyn;Entire home/apt;165;154
Manhattan;Private room;89;69
Manhattan;Entire home/apt;500;3
Brooklyn;Entire home/apt;145;3
Brooklyn;Private room;110;12
Manhattan;Entire home/apt;180;13
Brooklyn;Entire home/apt;115;10
Brooklyn;Entire home/apt;82;5
Queens;Private room;70;144
Brooklyn;Entire home/apt;155;10
Manhattan;Entire home/apt;117;0
Brooklyn;Entire home/apt;100;17
Manhattan;Entire home/apt;89;57
Manhattan;Entire home/apt;89;70
Manhattan;Entire home/apt;99;62
Manhattan;Entire home/apt;155;17
Manhattan;Private room;85;439
Manhattan;Private room;80;48
Manhattan;Entire home/apt;135;134
Brooklyn;Entire home/apt;150;2
Manhattan;Entire home/apt;380;16
Brooklyn;Entire home/apt;450;31
Brooklyn;Entire home/apt;145;36
Queens;Private room;80;1
Brooklyn;Entire home/apt;225;338
Manhattan;Private room;99;117
Manhattan;Entire home/apt;125;261
Manhattan;Entire home/apt;80;32
Brooklyn;Private room;100;112
Brooklyn;Private room;55;22
Manhattan;Entire home/apt;328;319
Brooklyn;Entire home/apt;142;69
Brooklyn;Entire home/apt;350;10
Brooklyn;Entire home/apt;300;24
Brooklyn;Entire home/apt;105;3
Brooklyn;Private room;125;17
Brooklyn;Entire home/apt;225;13
Brooklyn;Entire home/apt;92;58
Manhattan;Entire home/apt;185;62
Brooklyn;Entire home/apt;226;203
Brooklyn;Private room;50;33
Manhattan;Private room;80;47
Brooklyn;Private room;200;0
Manhattan;Entire home/apt;99;30
Brooklyn;Entire home/apt;68;2
Brooklyn;Private room;102;121
Brooklyn;Entire home/apt;220;27
Manhattan;Entire home/apt;199;24
Manhattan;Entire home/apt;165;22
Manhattan;Entire home/apt;150;162
Brooklyn;Entire home/apt;385;66
Brooklyn;Private room;75;0
Manhattan;Entire home/apt;499;63
Queens;Private room;85;219
Brooklyn;Entire home/apt;160;2
Brooklyn;Entire home/apt;249;12
Brooklyn;Private room;80;35
Brooklyn;Private room;120;124
Bronx;Private room;35;2
Brooklyn;Entire home/apt;169;63
Manhattan;Entire home/apt;220;162
Brooklyn;Private room;85;103
Manhattan;Entire home/apt;300;0
Manhattan;Private room;79;185
Brooklyn;Private room;90;219
Manhattan;Private room;99;280
Manhattan;Shared room;50;61
Brooklyn;Private room;46;184
Brooklyn;Entire home/apt;325;116
Staten Island;Private room;68;11
Manhattan;Entire home/apt;198;9
Brooklyn;Entire home/apt;100;4
Brooklyn;Entire home/apt;175;15
Manhattan;Entire home/apt;130;22
Manhattan;Entire home/apt;180;18
Brooklyn;Entire home/apt;209;56
Manhattan;Entire home/apt;150;2
Manhattan;Entire home/apt;104;57
Manhattan;Entire home/apt;175;13
Manhattan;Private room;80;1
Brooklyn;Private room;68;37
Manhattan;Private room;72;451
Queens;Entire home/apt;107;24
Manhattan;Entire home/apt;150;19
Bronx;Private room;45;190
Brooklyn;Private room;49;46
Brooklyn;Entire home/apt;349;169
Manhattan;Entire home/apt;185;165
Manhattan;Entire home/apt;145;2
Brooklyn;Entire home/apt;96;1
Brooklyn;Entire home/apt;120;3
Manhattan;Entire home/apt;160;15
Brooklyn;Entire home/apt;800;60
Brooklyn;Entire home/apt;349;320
Queens;Entire home/apt;350;182
Brooklyn;Entire home/apt;125;1
Brooklyn;Entire home/apt;350;134
Brooklyn;Entire home/apt;150;10
Brooklyn;Entire home/apt;180;0
Manhattan;Entire home/apt;200;60
Brooklyn;Entire home/apt;99;5
Manhattan;Entire home/apt;130;9
Brooklyn;Entire home/apt;150;1
Brooklyn;Entire home/apt;90;33
Brooklyn;Private room;95;10
Queens;Entire home/apt;70;3
Manhattan;Private room;82;10
Brooklyn;Entire home/apt;250;62
Manhattan;Entire home/apt;90;266
Queens;Private room;75;251
Brooklyn;Entire home/apt;160;3
Manhattan;Private room;115;8
Brooklyn;Private room;150;5
Brooklyn;Private room;89;160
Queens;Entire home/apt;69;5
Manhattan;Private room;170;183
Brooklyn;Entire home/apt;375;19
Manhattan;Entire home/apt;118;141
Manhattan;Entire home/apt;135;42
Bronx;Entire home/apt;250;119
Brooklyn;Entire home/apt;200;20
Manhattan;Entire home/apt;150;5
Manhattan;Private room;50;16
Brooklyn;Private room;60;0
Manhattan;Entire home/apt;100;24
Manhattan;Entire home/apt;265;26
Manhattan;Private room;90;3
Manhattan;Entire home/apt;175;0
Brooklyn;Private room;36;5
Manhattan;Entire home/apt;250;2
Manhattan;Entire home/apt;220;194
Manhattan;Private room;93;88
Brooklyn;Entire home/apt;275;2
Queens;Private room;109;304
Brooklyn;Entire home/apt;450;11
Manhattan;Entire home/apt;165;19
Brooklyn;Entire home/apt;80;23
Manhattan;Private room;295;103
Brooklyn;Entire home/apt;280;82
Manhattan;Entire home/apt;300;92
Manhattan;Entire home/apt;99;66
Brooklyn;Entire home/apt;175;18
Manhattan;Entire home/apt;225;153
Manhattan;Entire home/apt;230;6
Brooklyn;Private room;90;43
Manhattan;Entire home/apt;102;36
Brooklyn;Private room;59;19
Manhattan;Entire home/apt;195;160
Queens;Entire home/apt;150;74
Manhattan;Entire home/apt;170;47
Manhattan;Entire home/apt;217;43
Manhattan;Entire home/apt;185;102
Manhattan;Private room;58;18
Brooklyn;Entire home/apt;189;33
Manhattan;Entire home/apt;88;60
Manhattan;Entire home/apt;195;22
Queens;Entire home/apt;110;107
Brooklyn;Entire home/apt;120;0
Manhattan;Private room;79;87
Manhattan;Entire home/apt;110;16
Brooklyn;Private room;200;2
Brooklyn;Private room;69;19
Queens;Private room;55;474
Brooklyn;Entire home/apt;135;5
Manhattan;Entire home/apt;500;63
Brooklyn;Entire home/apt;90;0
Brooklyn;Entire home/apt;135;28
Brooklyn;Private room;199;0
Manhattan;Entire home/apt;90;5
Manhattan;Entire home/apt;160;16
Brooklyn;Private room;65;6
Manhattan;Entire home/apt;210;25
Manhattan;Entire home/apt;399;15
Manhattan;Entire home/apt;300;45
Brooklyn;Entire home/apt;185;215
Manhattan;Entire home/apt;220;33
Brooklyn;Entire home/apt;121;46
Manhattan;Entire home/apt;120;25
Brooklyn;Private room;152;23
Brooklyn;Entire home/apt;250;57
Manhattan;Private room;99;80
Brooklyn;Entire home/apt;104;22
Brooklyn;Entire home/apt;120;40
Manhattan;Entire home/apt;295;85
Brooklyn;Entire home/apt;90;1
Manhattan;Entire home/apt;197;29
Manhattan;Entire home/apt;145;1
Manhattan;Entire home/apt;90;23
Manhattan;Private room;125;42
Manhattan;Entire home/apt;190;195
Manhattan;Shared room;76;158
Brooklyn;Private room;50;1
Manhattan;Private room;107;115
Brooklyn;Entire home/apt;80;42
Brooklyn;Entire home/apt;150;3
Brooklyn;Entire home/apt;110;32
Brooklyn;Entire home/apt;115;6
Manhattan;Entire home/apt;151;214
Brooklyn;Entire home/apt;130;11
Brooklyn;Entire home/apt;180;221
Brooklyn;Private room;95;123
Manhattan;Private room;79;132
Brooklyn;Private room;60;41
Brooklyn;Entire home/apt;133;104
Manhattan;Entire home/apt;120;18
Brooklyn;Private room;120;143
Manhattan;Private room;700;4
Manhattan;Entire home/apt;165;25
Manhattan;Entire home/apt;165;4
Queens;Entire home/apt;54;198
Manhattan;Entire home/apt;100;6
Brooklyn;Private room;80;10
Manhattan;Private room;96;30
Brooklyn;Entire home/apt;159;4
Brooklyn;Private room;50;201
Manhattan;Private room;75;51
Brooklyn;Entire home/apt;155;63
Brooklyn;Private room;150;28
Queens;Entire home/apt;92;55
Brooklyn;Private room;75;1
Queens;Private room;69;23
Brooklyn;Entire home/apt;115;61
Manhattan;Entire home/apt;120;5
Manhattan;Private room;120;67
Manhattan;Entire home/apt;215;110
Brooklyn;Entire home/apt;195;160
Brooklyn;Entire home/apt;175;102
Brooklyn;Private room;80;5
Brooklyn;Private room;48;1
Manhattan;Entire home/apt;200;34
Brooklyn;Entire home/apt;275;6
Brooklyn;Private room;72;61
Manhattan;Entire home/apt;199;11
Brooklyn;Entire home/apt;250;1
Manhattan;Private room;75;46
Manhattan;Private room;125;132
Manhattan;Private room;229;62
Brooklyn;Entire home/apt;175;8
Brooklyn;Entire home/apt;140;16
Brooklyn;Private room;54;19
Queens;Entire home/apt;75;17
Manhattan;Entire home/apt;110;12
Manhattan;Entire home/apt;165;321
Manhattan;Private room;55;160
Manhattan;Private room;55;142
Manhattan;Entire home/apt;300;5
Manhattan;Entire home/apt;275;61
Manhattan;Entire home/apt;331;0
Brooklyn;Private room;77;5
Manhattan;Private room;60;36
Brooklyn;Entire home/apt;129;109
Queens;Private room;100;28
Brooklyn;Entire home/apt;120;14
Brooklyn;Entire home/apt;500;250
Manhattan;Entire home/apt;179;12
Brooklyn;Entire home/apt;149;20
Brooklyn;Entire home/apt;180;27
Brooklyn;Private room;100;73
Brooklyn;Entire home/apt;180;2
Brooklyn;Entire home/apt;128;38
Brooklyn;Entire home/apt;260;5
Queens;Private room;55;0
Brooklyn;Private room;65;31
Manhattan;Entire home/apt;200;17
Manhattan;Entire home/apt;249;35
Brooklyn;Entire home/apt;300;63
Manhattan;Entire home/apt;120;149
Manhattan;Private room;120;107
Brooklyn;Entire home/apt;125;7
Queens;Entire home/apt;99;48
Brooklyn;Entire home/apt;115;54
Brooklyn;Entire home/apt;275;17
Brooklyn;Entire home/apt;198;103
Manhattan;Entire home/apt;199;243
Queens;Private room;45;0
Manhattan;Private room;125;93
Manhattan;Entire home/apt;80;54
Manhattan;Entire home/apt;130;2
Brooklyn;Private room;35;88
Brooklyn;Entire home/apt;90;15
Brooklyn;Entire home/apt;250;25
Brooklyn;Entire home/apt;115;0
Brooklyn;Entire home/apt;200;11
Brooklyn;Private room;64;17
Brooklyn;Private room;65;5
Queens;Entire home/apt;175;0
Manhattan;Private room;90;28
Brooklyn;Private room;85;0
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;50;8
Manhattan;Entire home/apt;136;15
Brooklyn;Entire home/apt;400;2
Brooklyn;Entire home/apt;125;40
Manhattan;Entire home/apt;165;57
Brooklyn;Entire home/apt;180;0
Manhattan;Entire home/apt;105;6
Manhattan;Entire home/apt;148;57
Brooklyn;Entire home/apt;120;22
Manhattan;Entire home/apt;99;6
Manhattan;Entire home/apt;175;17
Brooklyn;Private room;85;14
Manhattan;Private room;80;160
Brooklyn;Entire home/apt;119;85
Queens;Private room;89;165
Manhattan;Shared room;195;13
Manhattan;Entire home/apt;1000;44
Manhattan;Entire home/apt;225;51
Brooklyn;Entire home/apt;165;179
Brooklyn;Private room;60;206
Manhattan;Entire home/apt;165;4
Brooklyn;Private room;80;2
Queens;Private room;52;1
Manhattan;Entire home/apt;160;2
Brooklyn;Entire home/apt;110;3
Manhattan;Private room;60;19
Staten Island;Entire home/apt;299;59
Manhattan;Entire home/apt;200;1
Manhattan;Entire home/apt;700;1
Brooklyn;Private room;120;254
Manhattan;Private room;65;129
Manhattan;Entire home/apt;263;11
Brooklyn;Entire home/apt;120;32
Manhattan;Entire home/apt;150;8
Manhattan;Private room;60;261
Brooklyn;Private room;350;3
Staten Island;Private room;71;23
Manhattan;Entire home/apt;433;108
Manhattan;Private room;79;9
Manhattan;Private room;140;248
Queens;Private room;61;107
Manhattan;Private room;100;41
Manhattan;Entire home/apt;250;43
Manhattan;Private room;145;39
Brooklyn;Shared room;45;31
Brooklyn;Private room;73;6
Brooklyn;Entire home/apt;150;18
Manhattan;Entire home/apt;234;29
Manhattan;Entire home/apt;150;11
Manhattan;Private room;65;161
Brooklyn;Entire home/apt;195;39
Manhattan;Entire home/apt;135;0
Brooklyn;Entire home/apt;90;2
Manhattan;Entire home/apt;595;59
Manhattan;Private room;109;323
Brooklyn;Entire home/apt;200;56
Manhattan;Entire home/apt;90;3
Manhattan;Entire home/apt;100;2
